ID Caso,Fecha de Resolución,Contenido,Tipo de Resolución
4584,2021-12-01,Nihil dolor quod facere. Aliquam asperiores libero recusandae itaque quo modi. Recusandae molestias eaque inventore impedit inventore magni.,Acuerdo Extrajudicial
4585,2023-06-07,Accusamus quisquam ex voluptatibus. Quam quia fugiat incidunt quidem corporis. Consectetur id quasi totam laboriosam commodi architecto.,Caso en Curso
4586,2025-05-21,Laboriosam doloribus totam numquam nesciunt ipsa distinctio nulla. Architecto ab minima quos hic accusamus. Impedit error deserunt ab.,Caso en Curso
4587,2023-12-26,Ad possimus asperiores.,Sentencia Absolutoria
4588,2024-11-15,Esse placeat qui aliquid porro ratione quisquam vel. Veritatis hic eveniet accusamus.,Caso en Curso
4589,2024-10-23,Nemo modi voluptatibus blanditiis sequi cumque. Deleniti quam excepturi eaque iste.,Resolución Administrativa
4590,2023-01-08,Asperiores temporibus dolores debitis illo quibusdam. Illo odio id incidunt.,Multa o Sanción
4591,2022-12-03,Nemo natus quis veniam fugit. Accusantium nobis officia ullam officia.,Caso en Curso
4592,2025-01-14,Corporis quos recusandae rerum necessitatibus dolorum. Culpa fugit ducimus odit nihil.,Caso en Curso
4593,2025-01-03,Doloremque quos aspernatur impedit at animi iure nisi. Ea deserunt porro.,Caso en Curso
4594,2025-02-27,Tempora modi quos consequatur rem. Officia beatae vel perferendis similique voluptas sed nulla. Beatae voluptatem tenetur dolor.,Resolución Administrativa
4595,2025-05-11,Consequatur porro veritatis quo dolores repellat. Voluptas placeat quo quisquam. Pariatur iure explicabo quia animi asperiores voluptate.,Caso en Curso
4596,2021-03-05,Sit consequatur nulla sed cum architecto. Dolores nemo atque blanditiis cupiditate in beatae.,Sentencia Condenatoria
4597,2023-07-11,Ipsam laudantium nemo enim voluptates qui perspiciatis. Doloremque minus possimus illum. Quae ipsum aut incidunt accusamus.,Sentencia Condenatoria
4598,2023-07-09,"Consequuntur quis id harum eos. Voluptates corrupti error alias iure aliquid.
Ullam commodi nam tenetur. Delectus voluptate molestias commodi alias.",Multa o Sanción
4599,2021-07-13,Ex ipsum tempore voluptate non. Unde labore porro quasi architecto.,Conciliación Judicial
4600,2023-07-25,Hic porro neque nemo iste nostrum vel. Nemo at in quasi. Dolores voluptates blanditiis dolore accusamus est.,Mediación Exitosa
4601,2023-08-03,"Consequuntur ipsam voluptates. Consectetur ut pariatur.
Minus quas laudantium voluptate.",Mediación Exitosa
4602,2022-02-20,Iste inventore temporibus nulla iure nihil optio quod. Hic quaerat molestias rem. Dicta pariatur soluta neque eligendi consectetur.,Recurso Denegado
4603,2022-07-07,Eum officia sit suscipit.,Caso en Curso
4604,2023-06-20,Error nostrum delectus molestiae. Accusantium enim nam natus consectetur.,Resolución Administrativa
4605,2024-07-22,Iusto itaque rerum magnam id consequuntur aliquid dignissimos. Deleniti tempora cum facere.,Caso en Curso
4606,2024-09-07,Ipsum sed debitis alias et cum. Aperiam recusandae quis repellat facilis asperiores quos magnam. Laudantium numquam perferendis ab corrupti aliquid.,Multa o Sanción
4607,2022-01-19,Excepturi reiciendis in eius reiciendis at. Quo commodi accusamus numquam quo placeat nesciunt. Ad maxime alias aut eaque corporis facere.,Acuerdo Extrajudicial
4608,2023-02-08,Provident corporis suscipit itaque quod cupiditate tempora.,Multa o Sanción
4609,2023-10-19,Mollitia porro eveniet quisquam. Minus fugit voluptatibus quos delectus voluptatem modi. Hic veniam recusandae sequi qui.,Caso en Curso
4610,2024-07-14,Molestiae iste soluta porro. Aperiam quia officiis perferendis. Asperiores pariatur atque dolor.,Caso en Curso
4611,2024-12-25,Quod a doloremque sequi esse impedit iusto a. Modi amet quos excepturi.,Caso en Curso
4612,2025-01-05,Facere hic vero ipsam quos earum officiis. Veritatis ullam alias excepturi fugiat.,Archivo por Falta de Pruebas
4613,2024-06-08,Officia est consectetur nemo ea. Odit illum sequi adipisci error aspernatur consequatur. Tempora alias occaecati ipsum.,Caso en Curso
4614,2024-01-13,"Amet fuga eveniet praesentium nihil voluptatum. Esse ipsa numquam.
Dicta quo minus voluptate voluptas. Cum esse excepturi laboriosam fugiat.",Recurso Denegado
4615,2024-02-24,Sunt natus eius dolorum hic iusto. Saepe minus laboriosam esse. Nobis incidunt maiores placeat perspiciatis soluta velit.,Caso en Curso
4616,2021-05-31,Numquam itaque quisquam quidem fugiat suscipit hic. Iste hic neque incidunt officia neque quos eius. Veniam iusto quisquam omnis alias.,Caso en Curso
4617,2023-02-03,Rerum quas iusto commodi. Ab reiciendis exercitationem distinctio placeat.,Caso en Curso
4618,2024-01-21,Sint tempora necessitatibus sunt itaque rem totam. Magni tempore magnam reiciendis. Culpa doloribus ex reiciendis cum eum.,Caso en Curso
4619,2023-09-12,"Earum aperiam qui ea. Soluta perspiciatis ab fugit.
Fugit molestias itaque reprehenderit sequi. Iusto perferendis dicta magni ea quam reprehenderit.",Caso en Curso
4620,2025-05-11,"Dolorem iusto autem sunt. Illum iusto error doloribus quasi.
Voluptatibus maiores sint quasi tenetur repellat. Qui aliquam animi libero sequi.",Caso en Curso
4621,2025-03-23,Nostrum nihil illum facilis cumque minima. Nobis molestias iure tenetur quas iure perferendis molestiae.,Caso en Curso
4622,2022-09-01,"Debitis totam voluptates esse ipsa. Maiores odio dolores reprehenderit cupiditate nesciunt.
Fugiat fuga autem est voluptate repellendus aperiam.",Caso en Curso
4623,2023-11-14,Maxime accusamus provident dolore rem ad sint. Perferendis culpa et officia praesentium. Inventore omnis similique consequuntur.,Caso en Curso
4624,2025-04-25,"Sapiente vero eveniet atque.
Fugit cumque exercitationem fugiat. Pariatur alias deleniti. Expedita placeat deserunt sed laborum optio.",Caso en Curso
4625,2022-12-05,"Tenetur error expedita natus.
Molestias eum repellat quia quo voluptatibus. Harum a eligendi tempora. Illo reiciendis consequatur quis neque alias.",Caso en Curso
4626,2025-04-17,"Mollitia a error ducimus ea natus. Voluptatibus deleniti expedita.
Alias ad sequi quos ipsum. Aperiam optio pariatur modi aspernatur quibusdam modi.",Recurso Denegado
4627,2021-08-28,Corrupti esse temporibus porro corrupti necessitatibus reprehenderit. Quod voluptate dignissimos nisi ipsa.,Recurso Denegado
4628,2023-10-27,Laudantium quibusdam expedita natus illum eius fuga nisi. Sapiente alias iste doloremque. Doloribus doloribus voluptate.,Caso en Curso
4629,2022-11-20,Architecto ipsum distinctio corporis numquam. Minima occaecati facere quis voluptate culpa vero. Facere ea ad eos debitis. Neque debitis molestias.,Sentencia Condenatoria
4630,2023-06-23,Cumque id quos.,Recurso Denegado
4631,2024-01-23,Libero enim cupiditate magni. Sit aut voluptatum nemo cum iste. Dolorem aperiam accusamus architecto velit labore alias.,Mediación Exitosa
4632,2024-08-28,Cupiditate voluptatum perferendis voluptate vitae ipsum reprehenderit id. Eaque tempora harum pariatur aut mollitia. Nulla temporibus odio magni.,Archivo por Falta de Pruebas
4633,2023-08-12,Ut explicabo occaecati possimus quas. Deleniti commodi mollitia. Quo similique occaecati numquam architecto.,Caso en Curso
4634,2025-01-31,"Consequatur necessitatibus maiores corporis sed. Expedita iste earum magnam voluptates.
Deserunt sed hic omnis praesentium. Laborum ab nihil a illum.",Sentencia Absolutoria
4635,2023-09-10,Unde perferendis voluptate architecto rem unde. Pariatur ratione perspiciatis praesentium eum possimus consectetur.,Multa o Sanción
4636,2024-02-07,Quae laudantium ab amet. Aliquam culpa assumenda accusantium rerum cum.,Recurso Concedido
4637,2024-04-19,Facere eius rem ratione harum ea aliquam suscipit. Ipsa dolorum vero temporibus.,Caso en Curso
4638,2023-09-08,Quas veniam quo placeat blanditiis molestias. Quis culpa officia sequi earum deserunt. Nulla quos error culpa culpa beatae harum deserunt.,Caso en Curso
4639,2023-06-16,"Minima ipsa labore ducimus. Odit enim doloribus magnam.
In laboriosam accusantium dolorum odit porro. Alias neque similique nam quasi illum.",Caso en Curso
4640,2024-08-27,Voluptatem error sunt iste autem illo.,Desistimiento del Demandante
4641,2023-06-21,Necessitatibus porro at tempora. Unde omnis at quis voluptatibus reprehenderit ducimus. Quisquam delectus excepturi.,Caso en Curso
4642,2022-12-16,Ipsa mollitia veritatis culpa impedit. Dolorum dignissimos voluptates commodi ut voluptas. Amet sed atque similique quia numquam natus.,Caso en Curso
4643,2022-04-22,"Optio magnam iure possimus voluptatibus doloremque. Id dolor occaecati impedit commodi.
Labore commodi quam necessitatibus delectus perferendis.",Caso en Curso
4644,2024-02-03,Aliquam id modi voluptatum voluptatibus cum. Voluptas repudiandae vel architecto repudiandae reprehenderit nobis.,Caso en Curso
4645,2023-05-29,Officia nemo officia porro ea voluptatem. Optio repudiandae repellat quod quod. Consequatur magni ad accusantium.,Caso en Curso
4646,2021-03-02,Veritatis laboriosam ab voluptas dolore molestias.,Resolución Administrativa
4647,2022-09-07,Quis laudantium enim iste aspernatur quibusdam deserunt. Aspernatur modi porro alias. Ipsa at aliquam facere.,Caso en Curso
4648,2025-05-02,Harum accusamus reprehenderit sunt consectetur accusamus. Voluptate eveniet quidem cupiditate quae perferendis molestias optio.,Mediación Exitosa
4649,2024-06-06,Enim illum nulla nostrum quam repellat. Perferendis voluptate blanditiis occaecati sed. Dolore maxime pariatur voluptatum perspiciatis voluptate.,Caso en Curso
4650,2024-09-29,Quas deserunt culpa architecto necessitatibus. Architecto aliquam non amet. Officia praesentium molestiae amet in consequuntur dolor.,Sobreseimiento
4651,2023-04-09,Neque officia dolores. Nostrum facere error in in suscipit. Dolor eum amet nisi officia corporis corrupti veniam.,Caso en Curso
4652,2025-02-12,Omnis voluptate perferendis praesentium incidunt ipsum nostrum. Perferendis ratione molestias quasi pariatur.,Multa o Sanción
4653,2021-11-25,Neque distinctio blanditiis. Esse placeat ad possimus itaque aperiam ducimus. Ex laudantium asperiores a officiis.,Caso en Curso
4654,2023-12-26,"Odit iste tempora corporis officiis nulla sed.
Molestias facere rem exercitationem laudantium. Occaecati repellendus tempora consectetur.",Caso en Curso
4655,2024-11-09,Velit corporis vitae vitae error. Laborum rerum consectetur cumque. Aspernatur unde non.,Caso en Curso
4656,2022-07-31,Fugit quasi illo voluptas laborum. Dolorum architecto ea possimus.,Sentencia Absolutoria
4657,2024-09-09,Veniam eaque quas qui nemo. Incidunt quaerat officiis dolore porro. Delectus iusto impedit impedit soluta quam in quaerat.,Conciliación Judicial
4658,2024-11-21,Corporis consectetur laboriosam modi. Neque quibusdam dolores possimus nemo ullam. Similique quo veniam ratione.,Caso en Curso
4659,2025-04-25,Distinctio commodi voluptatum alias error. Enim a quos quasi sit sapiente cupiditate. Facere eveniet voluptatum nobis. Itaque molestiae quis dolorem.,Caso en Curso
4660,2024-09-06,Quibusdam illo quas reiciendis porro cum. Excepturi distinctio delectus mollitia.,Caso en Curso
4661,2023-06-16,Aliquid laudantium nihil a omnis. Doloribus quas voluptates atque temporibus. Libero nemo est unde placeat officiis.,Conciliación Judicial
4662,2024-10-30,Minus tenetur rerum. Dignissimos magni voluptatem aspernatur animi minima laboriosam.,Caso en Curso
4663,2021-06-27,Corporis officia animi fugit vitae. Sequi consequuntur sequi nobis. Perferendis neque rem fuga atque at.,Caso en Curso
4664,2024-10-06,Saepe reiciendis fugiat numquam tempore illum cumque. Minus non commodi rem neque.,Caso en Curso
4665,2024-02-28,Ad laboriosam repellendus ipsam. Eos tempora delectus quis animi sapiente.,Caso en Curso
4666,2023-10-23,Eos sint excepturi expedita. Praesentium nesciunt quae odit corporis sed.,Caso en Curso
4667,2023-05-18,Odit a culpa itaque tempore natus. Saepe est debitis quam nihil quas nisi.,Caso en Curso
4668,2023-11-21,Aperiam eos adipisci ratione corrupti error sunt. Pariatur iste corrupti facere. Quo ex laudantium odio deleniti eius.,Caso en Curso
4669,2025-03-28,Suscipit reprehenderit error dignissimos error nemo. Nostrum et laudantium sunt ut. Totam aperiam facilis laboriosam sit.,Caso en Curso
4670,2025-01-03,Ut similique quibusdam dolorem dolor amet. Tenetur atque quae deleniti expedita voluptatum nesciunt rem.,Caso en Curso
4671,2023-08-25,Alias neque molestiae molestias vel omnis eveniet.,Multa o Sanción
4672,2021-05-13,Sint modi ea ipsa. Repellendus adipisci impedit debitis. Veritatis laborum itaque itaque eum enim.,Multa o Sanción
4673,2024-12-25,Molestias porro ea. Deserunt veniam labore repudiandae ad laborum necessitatibus. Nesciunt fugit placeat reiciendis nobis sunt reiciendis.,Recurso Denegado
4674,2022-05-31,Eius saepe corrupti dolore iste error minus. Minus sapiente harum officiis aliquam quas. Ullam aspernatur doloremque voluptas vel.,Caso en Curso
4675,2021-07-08,Ut quas aliquid repellendus laborum. Dolorum a est dolorum repellendus dicta. Explicabo odit sint voluptatum ab voluptate temporibus.,Archivo por Falta de Pruebas
4676,2024-12-03,Praesentium veritatis delectus voluptatem. Illo voluptatem error similique. Earum suscipit nisi quaerat deserunt numquam aliquid optio.,Caso en Curso
4677,2023-07-16,Dignissimos autem quaerat voluptates ratione corporis. Aut corporis sed. Fugit earum sed.,Caso en Curso
4678,2021-12-27,Qui reiciendis delectus voluptatem explicabo vero. Architecto beatae suscipit velit distinctio.,Caso en Curso
4679,2024-10-24,Beatae ut eos officiis praesentium quasi. Aut nam reiciendis unde incidunt ullam corrupti.,Caso en Curso
4680,2023-05-04,"Amet sit numquam excepturi praesentium illo.
Distinctio illo laboriosam ad placeat eveniet sunt.",Caso en Curso
4681,2021-05-20,Alias repudiandae alias totam commodi dolorem ut. Odit magnam cupiditate consequuntur quam consequatur molestiae facilis.,Mediación Exitosa
4682,2025-04-01,"Porro a blanditiis voluptatem impedit veritatis in. Laudantium molestias nostrum laborum sit.
Praesentium aliquid quae quo animi voluptatem.",Caso en Curso
4683,2024-01-10,Maiores distinctio culpa velit a aut. Sequi perspiciatis expedita aperiam earum praesentium.,Caso en Curso
4684,2022-02-05,Quasi ipsam quo blanditiis sunt unde delectus. Minima blanditiis cupiditate quam.,Caso en Curso
4685,2024-02-16,Sint at quisquam cupiditate enim porro. Id dolorem pariatur fugit quasi. Molestiae earum aperiam accusamus quam.,Caso en Curso
4686,2022-08-20,Unde blanditiis deleniti facere laudantium. Quo quaerat ipsam expedita architecto. Quas laudantium excepturi.,Caso en Curso
4687,2024-05-14,Incidunt qui reiciendis vitae sapiente reiciendis deserunt. Voluptas expedita rerum perspiciatis recusandae molestias ea. Vero debitis odit animi.,Caso en Curso
4688,2022-12-20,Quas sint adipisci dolore corrupti iusto. Fugit quis eos et qui rerum voluptas. Dolorum a ad a molestias illo.,Caso en Curso
4689,2023-03-24,Qui voluptates culpa consequatur error impedit. Placeat aliquid ut minima. Voluptate nulla ad adipisci necessitatibus perferendis ipsa.,Caso en Curso
4690,2024-12-31,Officiis dolorum nam consequuntur nostrum ullam repudiandae. Doloribus facere pariatur distinctio.,Conciliación Judicial
4691,2024-01-29,At amet earum praesentium similique.,Caso en Curso
4692,2023-12-07,Omnis maiores ut delectus beatae. Eveniet corporis quidem quisquam omnis hic tempore.,Caso en Curso
4693,2023-07-25,Quas nihil atque tenetur id velit inventore itaque. Fugit alias est deserunt corporis reprehenderit. Tempora suscipit nihil modi consequatur.,Caso en Curso
4694,2020-12-19,Ullam laudantium voluptatem laudantium adipisci et est. Consequuntur pariatur assumenda.,Caso en Curso
4695,2024-09-20,Quam beatae reprehenderit eum enim quas.,Caso en Curso
4696,2022-09-28,Ipsa asperiores iste molestiae ipsum eum. At aliquid culpa. Tempora ab sed placeat quidem rerum minus.,Caso en Curso
4697,2024-04-16,Ullam labore exercitationem. Enim doloremque tempore velit. Omnis soluta enim ut a. Illum dolorem neque quo odit sint.,Conciliación Judicial
4698,2022-12-11,Repellat repudiandae iure non. Laudantium repellat quidem ducimus odit autem.,Sentencia Condenatoria
4699,2023-09-20,Quidem aperiam alias aut. Beatae a laboriosam modi consectetur numquam repellat. Ipsum voluptatibus quisquam reiciendis dignissimos minima incidunt.,Sobreseimiento
4700,2024-06-13,Animi ut minus labore eaque laudantium. Maxime id corrupti distinctio.,Caso en Curso
