ID Caso,Tipo de Documento,Fecha de Emisión,Resumen
5032,Escrito de defensa,2024-02-11,Sunt asperiores voluptatibus ea. Delectus placeat at tempore. Sunt blanditiis nesciunt sed.
5033,Prueba,2023-03-19,Neque quidem iste illo numquam. Consequuntur saepe illum at. Quod eum natus.
5034,Demanda,2024-02-28,Doloribus ducimus neque illo eaque vel officia. Quia porro qui maxime facere necessitatibus.
5035,Demanda,2024-11-17,Laboriosam quas libero nisi. Fuga exercitationem laboriosam vero consequatur ut ducimus non.
5036,Demanda,2024-02-16,Eveniet fuga quae. Fugit ullam iusto fuga. Cumque ratione sunt et blanditiis.
5037,Resolución,2024-03-14,Laborum quaerat nesciunt animi quos earum. Quod magnam provident aspernatur cum rem.
5038,Prueba,2022-08-02,Incidunt aut est ea ipsa. Placeat nulla minima voluptatem harum.
5039,Resolución,2023-04-21,Qui omnis earum cumque dolor nam similique. Ex adipisci quas eligendi quis ab fuga facere.
5040,Escrito de defensa,2023-02-02,Itaque inventore repellat. Commodi quaerat similique commodi ipsa voluptates fugit.
5041,Escrito de defensa,2023-06-12,Libero architecto sit necessitatibus harum. Ea vitae laudantium enim doloremque ducimus.
5042,Escrito de defensa,2022-04-08,"Corporis cum nihil quis eum. Modi in recusandae ad velit veritatis impedit.
Ut quo velit."
5043,Resolución,2023-02-04,Veniam minus odit earum culpa. Alias est ad voluptates. Blanditiis quas laudantium.
5044,Prueba,2022-12-02,Quod esse vero inventore. Vitae accusamus repellendus quidem cum tempore molestias.
5045,Resolución,2022-04-13,Autem praesentium corporis ipsum praesentium porro. Suscipit labore accusamus qui veniam.
5046,Demanda,2021-01-27,Quod autem reiciendis quasi ipsa accusantium dolor dolorum. Eos distinctio iusto.
5047,Prueba,2023-07-09,Perspiciatis distinctio tempora nostrum dolores molestias.
5048,Escrito de defensa,2021-04-04,Numquam rem ab nemo fugit id reiciendis. Tempore vitae similique vitae.
5049,Demanda,2023-08-10,Atque velit odit asperiores incidunt. Amet reiciendis qui dolorum nihil voluptates.
5050,Resolución,2023-03-27,Neque sed neque eligendi tenetur fugiat. Officia aliquam consectetur.
5051,Prueba,2024-07-10,Inventore assumenda asperiores magnam aperiam velit. Debitis dolorum aut unde.
5052,Escrito de defensa,2023-07-29,Omnis quaerat animi soluta possimus libero.
5053,Prueba,2024-05-16,Vel vitae dolores tempora. Nemo deserunt consectetur maiores commodi.
5054,Prueba,2024-10-09,Placeat atque incidunt eveniet. Ad dolorum modi exercitationem.
5055,Prueba,2023-03-10,Officia omnis earum aliquid cupiditate blanditiis optio aspernatur.
5056,Demanda,2023-05-03,Dicta cupiditate distinctio tenetur sunt laborum. A minus consectetur dignissimos.
5057,Prueba,2023-10-03,Reiciendis facilis incidunt natus. Sit aut laboriosam porro necessitatibus eius.
5058,Demanda,2024-03-05,Veniam eveniet veniam fugiat assumenda adipisci. Magni repudiandae porro possimus omnis blanditiis.
5059,Escrito de defensa,2021-12-18,Ipsa odio minus corrupti quaerat eveniet praesentium. Perferendis esse dicta reiciendis veniam.
5060,Prueba,2024-11-04,Facere suscipit corrupti sequi.
5061,Prueba,2023-05-23,At fugit beatae et expedita fuga. Enim eveniet eaque distinctio corporis.
5062,Demanda,2024-01-04,Minus voluptas aliquam commodi. Ipsam id pariatur cumque facilis alias dolore explicabo.
5063,Prueba,2021-06-30,Qui neque inventore esse. Sed explicabo dolore culpa dolorem sint consequatur magni.
5064,Demanda,2024-05-01,Praesentium aut ipsa. Aperiam dolores soluta odit atque possimus.
5065,Escrito de defensa,2023-08-05,Rem optio corporis. Quam dolores assumenda similique. Tempore necessitatibus vero minus deserunt.
5066,Escrito de defensa,2022-12-25,Magni asperiores quisquam non error. Ipsa cum beatae magni aut eaque officia sequi.
5067,Escrito de defensa,2021-04-17,Eius culpa itaque adipisci qui est. Perferendis totam dolores quas iusto sapiente.
5068,Prueba,2021-12-16,Repellendus totam a ut qui. Dolorum dicta voluptatem consequatur.
5069,Prueba,2023-05-20,Tempore illo ipsum ea. Nesciunt omnis nam eius earum quasi eius ea.
5070,Escrito de defensa,2024-02-24,Necessitatibus autem quasi similique. Alias harum beatae maxime saepe.
5071,Prueba,2021-08-15,Labore quaerat culpa voluptatum. Nihil voluptas magnam alias. Quidem maxime ut aliquam maxime.
5072,Resolución,2021-12-27,Ex assumenda tempora repellat. Earum aperiam laudantium molestiae tempore eos.
5073,Resolución,2021-02-25,Molestias ea impedit exercitationem nisi earum sed magni.
5074,Demanda,2022-06-09,Dolorem eveniet ratione libero reiciendis recusandae. Quis magni ipsum.
5075,Resolución,2021-09-10,Necessitatibus corporis voluptatum rerum. Veniam vero voluptas corrupti dolor incidunt.
5076,Demanda,2020-09-01,Similique reprehenderit tenetur. Sed occaecati corporis culpa debitis.
5077,Prueba,2022-07-26,Molestias explicabo porro. Eum repudiandae voluptates ratione illo.
5078,Escrito de defensa,2023-05-24,Voluptatibus aperiam earum sed quaerat nobis laborum. Unde praesentium rerum.
5079,Escrito de defensa,2023-09-22,Nihil atque beatae facilis fuga occaecati.
5080,Resolución,2022-04-21,Pariatur rem aperiam aut. Quibusdam sit nemo rerum explicabo magni.
5081,Prueba,2024-05-15,Dolorem recusandae numquam. Perferendis accusantium iure corrupti.
5082,Resolución,2021-09-23,Soluta unde debitis assumenda. Iste voluptate veritatis animi beatae at iste.
5083,Prueba,2022-07-14,Animi quibusdam culpa provident.
5084,Resolución,2024-08-13,Commodi ex reprehenderit est temporibus perspiciatis. Numquam labore voluptate ut.
5085,Resolución,2023-05-03,Dolorum laudantium soluta illum optio saepe.
5086,Demanda,2024-06-15,Ad ab occaecati. Voluptate fugiat repudiandae dolor.
5087,Demanda,2024-04-04,Ratione incidunt unde qui at. Facilis quis illo. Voluptates nemo a voluptates quis odio.
5088,Escrito de defensa,2022-10-19,Nobis recusandae dolore voluptatum adipisci. Doloremque veniam molestiae ut ex debitis.
5089,Demanda,2024-12-19,Odit ad possimus deleniti et voluptates deleniti. Ab magnam neque ullam.
5090,Escrito de defensa,2023-06-24,Ex sed ipsam occaecati. Incidunt doloremque voluptatum perspiciatis eos dignissimos suscipit.
5091,Prueba,2023-04-09,Voluptas vitae dignissimos autem ipsam. Molestias enim porro earum nam.
5092,Resolución,2023-10-20,Sint eius ea ea exercitationem quis modi quia. Ut quidem aut natus.
5093,Resolución,2023-06-09,Cumque facilis esse culpa aut nisi accusamus. Excepturi sint fugiat repellendus.
5094,Resolución,2024-01-26,Facilis at magnam sed ad quos laudantium expedita. Harum dolorem ut veniam ex corporis.
5095,Demanda,2023-10-10,Et cumque nobis pariatur. Dolor odio cum.
5096,Demanda,2023-10-28,Minus cupiditate voluptatum. Molestias praesentium ad vitae. Cum cumque illo accusantium ut sed.
5097,Prueba,2022-01-05,Impedit repellendus labore. Sint voluptatem quidem enim consequuntur nisi. Esse dolore vel.
5098,Escrito de defensa,2022-01-29,Corporis laborum vitae quidem numquam quod nulla. Architecto adipisci fuga molestias.
5099,Escrito de defensa,2023-06-14,Ullam at ullam iste asperiores.
5100,Resolución,2020-11-11,Nulla autem debitis perferendis. Ex debitis iste non beatae iure maiores.
5101,Resolución,2023-04-23,Numquam possimus itaque ipsa. Ea facere commodi incidunt distinctio impedit.
5102,Resolución,2023-06-07,Officia aperiam ratione soluta quam vero numquam. Hic impedit ullam ea qui.
5103,Resolución,2022-06-02,Quibusdam occaecati occaecati. Corporis voluptates aut sit soluta animi.
5104,Prueba,2023-12-08,Dolorem id consectetur. Fugiat sit repellat doloremque.
5105,Escrito de defensa,2022-10-13,Tenetur vitae error nihil. Necessitatibus corporis facilis ab.
5106,Demanda,2024-01-17,Ad non excepturi laborum sequi et illo commodi. Voluptate ipsam necessitatibus mollitia.
5107,Escrito de defensa,2024-04-09,Ipsam ratione dolore repellendus. Excepturi beatae aliquid eaque illo impedit similique.
5108,Prueba,2023-10-15,Odit porro repellendus maxime nemo saepe. Quod itaque voluptatibus a nam quasi.
5109,Prueba,2022-12-09,Dolorum quia veritatis. Incidunt magni esse.
5110,Escrito de defensa,2022-10-01,Quasi iure sapiente. Quae ipsum laborum ad dolorem. Autem itaque architecto reprehenderit mollitia.
5111,Resolución,2024-09-30,Voluptatem sunt nulla nostrum possimus fugiat. Ullam ullam omnis vitae esse distinctio.
5112,Prueba,2023-05-24,Officia error omnis rem quo. Ullam eum soluta.
5113,Prueba,2023-08-10,Dignissimos tenetur doloremque expedita architecto.
5114,Resolución,2022-11-06,Eius suscipit ad laborum aspernatur. Optio quod sunt.
5115,Escrito de defensa,2021-07-21,Corrupti dolorum earum nihil quibusdam eius officiis. Inventore at est corrupti amet magni.
5116,Demanda,2023-12-28,Illo minus quam voluptatibus quo delectus voluptate. Numquam repellat atque harum ut in quo.
5117,Demanda,2021-10-24,Totam quia blanditiis id dolorum. Optio at dolorem ipsa delectus reiciendis.
5118,Prueba,2021-08-22,Hic adipisci nemo voluptas blanditiis placeat ad. Aliquam distinctio consequatur incidunt iste.
5119,Resolución,2023-06-03,Nam voluptatem laborum magni odit laboriosam. Reiciendis itaque nobis odit maiores amet.
5120,Prueba,2021-03-20,Doloremque at itaque quae facilis ut voluptate. Illo veritatis dolore dolores.
5121,Demanda,2023-03-08,Aliquam consequuntur enim eveniet aperiam. Ad maiores facere esse.
5122,Prueba,2023-11-21,Consequatur quas harum ut. Blanditiis magni cupiditate odit repellendus necessitatibus.
5123,Demanda,2022-10-08,Voluptatum voluptatum tenetur ratione provident alias accusantium.
5124,Resolución,2023-03-11,Provident magnam optio architecto fugiat maxime. Quia illum velit aliquid.
5125,Resolución,2022-02-20,Veniam possimus atque similique voluptatem. Quis consequuntur ut voluptate ipsam accusamus placeat.
5126,Escrito de defensa,2023-11-05,Ratione rerum maxime. Ab facere et iste. Qui ab alias nemo a iste provident.
5127,Prueba,2021-05-03,Quasi similique beatae quisquam adipisci. Consequatur reiciendis ad id incidunt quidem veritatis.
5128,Prueba,2024-05-01,Unde asperiores nisi natus possimus neque. Nisi quasi qui facilis.
5129,Prueba,2024-02-20,Ex sapiente sapiente ipsum provident provident. Quaerat atque quasi at maiores.
5130,Resolución,2023-04-24,Illum illum repellendus officiis. Maiores suscipit repellat.
5131,Resolución,2021-08-08,Animi amet provident molestias quidem occaecati molestiae. Eius repellendus ex sit aut nobis.
5132,Escrito de defensa,2022-07-07,Est alias sapiente architecto voluptas. Esse placeat qui hic at totam debitis.
5133,Resolución,2024-07-06,Accusantium facere laborum voluptate excepturi ipsa dicta.
5134,Resolución,2024-07-05,Impedit dolorem ducimus unde nisi nobis. Error ea neque facere magni mollitia voluptatum eum.
5135,Escrito de defensa,2023-01-21,Repellat illo vitae suscipit corrupti. Quia sapiente temporibus deserunt.
5136,Prueba,2024-06-03,Provident commodi quam ut laudantium dignissimos.
5137,Escrito de defensa,2024-05-15,Iure eum quis possimus. Laborum vel eius minima harum sint. Harum sint nostrum impedit sint maxime.
5138,Demanda,2021-09-16,Unde non itaque error in cupiditate. Voluptatem blanditiis hic culpa maiores saepe consectetur.
5139,Prueba,2024-06-28,"Dolor nam magni.
Sapiente ipsam harum deserunt. Quae eos earum dolor suscipit aspernatur."
5140,Prueba,2021-12-09,Saepe a ea praesentium voluptas facere delectus occaecati. Culpa sed optio error quo quod.
5141,Resolución,2022-06-16,Doloribus inventore ipsum blanditiis sequi saepe. Quasi dolorum harum voluptatem ea.
5142,Escrito de defensa,2024-03-20,Deserunt placeat sapiente eveniet quod natus.
5143,Prueba,2021-12-08,Cum molestias tempora voluptas excepturi dignissimos neque earum. Neque omnis magni nihil.
5144,Resolución,2021-08-10,Natus iste earum. Odio dolorum perferendis aliquid temporibus.
5145,Escrito de defensa,2021-07-29,Debitis non cumque sunt ea ab. Voluptatum modi perspiciatis officiis libero doloremque occaecati.
5146,Resolución,2022-02-12,Voluptates omnis necessitatibus odio dolor. Ipsa corrupti molestias deserunt.
5147,Prueba,2023-11-14,Minus necessitatibus inventore. Ab suscipit accusantium similique. Autem facilis quia et.
5148,Demanda,2024-03-01,Autem totam molestias atque quae itaque. Unde libero libero nobis.
5149,Escrito de defensa,2024-08-27,Fuga ex non. Molestias dolor laborum fugiat. Enim ea cum distinctio commodi.
5150,Demanda,2022-06-11,Molestias voluptatibus similique praesentium placeat. Autem vel voluptate rerum deserunt.
5151,Prueba,2022-09-17,Alias laborum sed cumque perspiciatis fuga esse accusantium. Quibusdam magni blanditiis distinctio.
5152,Demanda,2023-02-21,Necessitatibus perspiciatis quaerat temporibus totam. Autem praesentium odit.
5153,Escrito de defensa,2022-07-18,Ea illum autem atque. Quis voluptates explicabo aliquid commodi tenetur aliquid.
5154,Prueba,2023-11-19,Nesciunt dolorem nesciunt ea nobis omnis. Asperiores quia dolores optio unde sint et.
5155,Demanda,2021-09-12,Perferendis praesentium optio recusandae aspernatur iure. Nulla nobis amet architecto impedit odit.
5156,Resolución,2021-11-04,Voluptas fuga minus alias. Magni cum sit laboriosam. In deserunt libero ratione.
5157,Prueba,2023-09-26,Reprehenderit blanditiis quidem cumque reprehenderit. Consequatur cumque eius nostrum.
5158,Escrito de defensa,2023-10-04,Ut error ipsa iste nobis rerum. Itaque excepturi ipsa consequuntur impedit molestiae.
5159,Demanda,2024-03-19,Voluptates eveniet consectetur dolor fugit nihil assumenda. Cum dolores iusto illum porro.
5160,Prueba,2023-07-18,Numquam porro soluta dicta. Odio iste rem veniam. Officiis accusantium accusamus nihil ducimus.
5161,Prueba,2021-07-21,Earum omnis voluptas fugiat esse. Et recusandae dignissimos quos velit laboriosam quas nobis.
5162,Escrito de defensa,2023-07-15,Distinctio ratione nisi sapiente quod. Eum officia perferendis voluptates.
5163,Escrito de defensa,2024-09-13,Assumenda aliquid reprehenderit odit. Animi commodi quidem minima soluta voluptates.
5164,Demanda,2021-06-12,Repellendus eum placeat sequi. Delectus odio commodi nihil.
5165,Prueba,2022-02-05,Adipisci ut repellendus ad. Cumque quidem sit neque officiis. Quia error optio et.
5166,Escrito de defensa,2024-05-02,Commodi fugit laboriosam totam.
5167,Escrito de defensa,2024-06-09,Debitis dolorem aliquid cum officia. Dicta officiis eius in.
5168,Resolución,2025-03-10,Excepturi hic est. Excepturi doloribus pariatur fugiat.
5169,Demanda,2024-02-23,In repellat dolorem deserunt. Fuga excepturi occaecati minus alias.
5170,Escrito de defensa,2023-08-08,Officia illum assumenda laudantium eligendi dolorum suscipit voluptas. Optio porro iure.
5171,Escrito de defensa,2025-01-23,Nemo aut placeat ratione quos pariatur aliquam. Modi nostrum soluta recusandae saepe.
5172,Escrito de defensa,2022-11-14,Non mollitia impedit quis ab error beatae. Cupiditate animi voluptatibus.
5173,Escrito de defensa,2021-08-28,Dicta odio aliquid. Corrupti maiores saepe blanditiis similique magnam impedit placeat.
5174,Resolución,2023-08-08,Aliquam quae eveniet tenetur. At consectetur alias perspiciatis.
5175,Escrito de defensa,2021-03-20,Voluptatem expedita ea facere. Pariatur accusantium neque inventore nihil sapiente est.
5176,Demanda,2024-02-16,Asperiores est porro hic. Sit accusantium voluptatibus consectetur ut ipsam ut voluptatem.
5177,Demanda,2023-09-08,Inventore occaecati voluptas. Culpa reiciendis quia est sint at reiciendis.
5178,Resolución,2021-01-03,Numquam itaque in quisquam illo dolores. Fugiat rerum cupiditate sequi occaecati.
5179,Prueba,2022-05-08,Esse ut sit ducimus sapiente. Quod facilis deleniti autem facilis.
5180,Demanda,2024-02-20,Eius voluptates nisi accusamus. Accusantium odio aliquam illum ad.
5181,Escrito de defensa,2022-12-08,Distinctio architecto possimus eaque. Vero maxime veritatis illum libero.
5182,Prueba,2023-05-03,Nobis impedit eum dolorem. Nulla temporibus sunt. Exercitationem cum atque molestiae quibusdam.
5183,Escrito de defensa,2023-04-17,Ea illum aliquam quibusdam saepe non magnam.
5184,Demanda,2023-09-14,Soluta natus ullam debitis quod illum. Incidunt perferendis accusantium accusantium iure.
5185,Escrito de defensa,2023-11-21,Fugit numquam quibusdam dolor rerum nam.
5186,Escrito de defensa,2023-08-22,Modi consequuntur dolore nisi. Vero fuga veniam rerum quis magni. Sed excepturi magnam.
5187,Prueba,2024-04-02,Voluptatum enim officiis aliquid aspernatur porro voluptas.
5188,Resolución,2022-10-12,Dolor architecto corporis.
5189,Demanda,2024-10-14,Provident eaque error ut odio.
5190,Resolución,2021-12-01,Quam repellendus error est.
5191,Escrito de defensa,2023-06-11,Inventore in vitae repudiandae incidunt reprehenderit cum.
5192,Prueba,2022-03-10,Consectetur architecto debitis. Ab quas architecto itaque fuga modi maiores.
5193,Resolución,2023-12-12,Repellat culpa ex neque. Consequatur laudantium aliquid asperiores eos.
5194,Demanda,2022-02-17,Nam odio harum eveniet commodi quia. Illum numquam iusto iure.
